fecha,indicativo,nombre,provincia,altitud,tmed,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,prec
2020-01-02,7020C,MURCIA AEROPUERTO,MURCIA,205,8.2,4.3,23:40,12.2,14:00,31,"1,7","7,2",09:50,"1009,2",10,"1006,5",15,78.0,95.0,Varias,70.0,12:50,
2020-01-03,7020C,MURCIA AEROPUERTO,MURCIA,205,9.2,3.1,03:50,15.2,13:30,36,"2,8","8,9",23:30,"1007,8",10,"1004,7",15,83.0,98.0,07:50,62.0,13:30,
2020-01-04,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,5.5,22:00,14.8,13:20,99,"2,8","8,3",Varias,"1009,3",10,"1006,8",14,75.0,94.0,19:40,61.0,13:20,
2020-01-05,7020C,MURCIA AEROPUERTO,MURCIA,205,9.4,3.6,05:30,15.2,14:50,28,"1,9","6,7",20:10,"1007,0",00,"1002,9",Varias,75.0,93.0,01:30,52.0,13:10,
2020-01-06,7020C,MURCIA AEROPUERTO,MURCIA,205,9.0,3.4,05:10,14.7,14:10,27,"1,9","7,8",20:30,"1006,0",10,"1003,4",02,76.0,92.0,05:20,54.0,14:40,
2020-01-07,7020C,MURCIA AEROPUERTO,MURCIA,205,8.9,3.1,05:20,14.7,14:20,28,"2,8","6,1",20:30,"1008,0",10,"1004,6",24,80.0,95.0,23:40,61.0,10:10,
2020-01-08,7020C,MURCIA AEROPUERTO,MURCIA,205,8.5,2.5,07:20,14.5,14:00,25,"1,9","5,8",05:40,"1006,2",21,"1003,4",Varias,81.0,96.0,01:10,58.0,10:10,
2020-01-09,7020C,MURCIA AEROPUERTO,MURCIA,205,11.0,7.3,Varias,14.7,15:00,99,"2,2","5,8",07:50,"1005,6",00,"1000,7",24,75.0,94.0,23:50,54.0,13:50,
2020-01-10,7020C,MURCIA AEROPUERTO,MURCIA,205,10.4,5.6,07:00,15.3,15:50,33,"3,1","15,6",09:30,"1003,8",23,"998,8",08,77.0,95.0,00:20,45.0,15:40,
2020-01-11,7020C,MURCIA AEROPUERTO,MURCIA,205,9.8,4.7,23:30,14.9,14:30,34,"4,2","12,8",02:40,"1006,7",Varias,"1002,9",01,60.0,91.0,Varias,41.0,Varias,
2020-01-12,7020C,MURCIA AEROPUERTO,MURCIA,205,9.4,3.0,06:10,15.7,13:50,32,"3,3","10,8",13:10,"1006,3",Varias,"1003,5",14,62.0,93.0,02:30,28.0,14:10,
2020-01-13,7020C,MURCIA AEROPUERTO,MURCIA,205,8.0,2.0,05:30,13.9,13:20,17,"3,3","8,3",12:50,"1005,5",00,"998,9",24,77.0,94.0,21:20,59.0,13:20,
2020-01-14,7020C,MURCIA AEROPUERTO,MURCIA,205,9.0,2.8,04:00,15.3,14:20,30,"2,5","6,7",06:20,"1000,1",10,"997,2",14,57.0,89.0,00:10,35.0,12:50,
2020-01-15,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,3.5,05:10,16.9,14:40,24,"3,3","7,2",14:00,"1003,9",22,"999,2",01,53.0,81.0,05:10,38.0,13:00,
2020-01-16,7020C,MURCIA AEROPUERTO,MURCIA,205,11.5,5.6,00:50,17.4,14:00,26,"2,5","8,9",20:00,"1005,0",11,"1002,4",Varias,56.0,77.0,19:00,38.0,12:00,
2020-01-17,7020C,MURCIA AEROPUERTO,MURCIA,205,12.1,4.8,06:10,19.4,14:40,12,"2,2","6,7",15:00,"1008,2",23,"1003,9",Varias,54.0,80.0,02:00,33.0,14:30,
2020-01-18,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,6.4,05:40,13.9,15:00,24,"2,8","8,3",14:50,"1007,9",00,"995,2",24,80.0,92.0,19:50,54.0,01:30,
2020-01-19,7020C,MURCIA AEROPUERTO,MURCIA,205,9.4,5.8,19:20,13.1,12:00,35,"7,8","18,6",11:00,"995,4",00,"989,6",14,67.0,92.0,03:00,51.0,Varias,
2020-01-20,7020C,MURCIA AEROPUERTO,MURCIA,205,7.0,4.7,06:10,9.3,13:10,36,"8,3","21,1",07:10,"992,4",11,"988,8",07,84.0,92.0,16:00,78.0,02:20,
2020-01-21,7020C,MURCIA AEROPUERTO,MURCIA,205,9.5,7.1,02:50,11.9,15:00,36,"5,6","17,5",01:40,"993,1",24,"986,4",06,82.0,96.0,03:00,66.0,14:50,
2020-01-22,7020C,MURCIA AEROPUERTO,MURCIA,205,11.0,7.6,21:50,14.5,15:00,08,"3,3","8,9",12:00,"994,8",24,"991,7",Varias,84.0,95.0,Varias,66.0,14:40,
2020-01-23,7020C,MURCIA AEROPUERTO,MURCIA,205,11.2,7.8,01:10,14.7,15:10,10,"1,7","6,1",15:50,"997,2",Varias,"994,3",05,88.0,96.0,01:20,68.0,14:10,
2020-01-24,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,9.4,01:00,14.5,Varias,06,"3,6","8,3",12:30,"998,2",10,"995,5",Varias,84.0,95.0,Varias,73.0,14:30,
2020-01-25,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,8.9,23:50,15.1,14:10,03,"1,1","6,1",10:20,"996,1",00,"992,9",16,88.0,96.0,Varias,74.0,12:30,
2020-01-26,7020C,MURCIA AEROPUERTO,MURCIA,205,12.6,7.5,04:30,17.7,14:30,30,"4,4","11,9",13:30,"1001,7",23,"994,7",01,64.0,95.0,01:50,44.0,14:40,
2020-01-27,7020C,MURCIA AEROPUERTO,MURCIA,205,10.9,5.4,06:20,16.4,14:00,25,"3,9","7,2",20:10,"1002,0",10,"998,1",16,76.0,90.0,Varias,49.0,11:10,
2020-01-28,7020C,MURCIA AEROPUERTO,MURCIA,205,11.8,5.8,05:30,17.9,Varias,26,"2,5","6,1",17:50,"1000,6",11,"998,0",Varias,73.0,87.0,05:30,53.0,12:40,
2020-01-29,7020C,MURCIA AEROPUERTO,MURCIA,205,14.5,9.2,03:40,19.8,15:40,33,"2,8","9,2",11:20,"1000,6",Varias,"998,2",15,73.0,90.0,02:10,52.0,14:20,
2020-01-30,7020C,MURCIA AEROPUERTO,MURCIA,205,15.1,9.5,05:00,20.7,15:00,35,"1,9","8,9",23:10,"1000,4",10,"997,4",15,69.0,90.0,02:30,39.0,13:30,
2020-01-31,7020C,MURCIA AEROPUERTO,MURCIA,205,16.1,11.1,23:59,21.1,14:50,32,"5,6","14,4",03:00,"1000,8",10,"997,9",15,62.0,86.0,19:20,47.0,Varias,
2020-02-01,7020C,MURCIA AEROPUERTO,MURCIA,205,16.9,10.1,05:00,23.7,14:20,35,"3,1","12,5",14:30,"1002,9",21,"998,1",05,61.0,88.0,05:00,47.0,13:10,
2020-02-02,7020C,MURCIA AEROPUERTO,MURCIA,205,18.2,12.5,22:00,23.8,14:30,31,"3,9","11,4",11:10,"1005,9",11,"1002,6",01,61.0,86.0,22:00,45.0,13:00,
2020-02-03,7020C,MURCIA AEROPUERTO,MURCIA,205,17.4,11.7,07:30,23.2,14:00,32,"3,1","7,8",02:30,"1006,0",10,"1003,2",16,62.0,83.0,18:40,41.0,11:30,
2020-02-04,7020C,MURCIA AEROPUERTO,MURCIA,205,19.0,11.4,05:00,26.5,14:40,32,"3,3","13,9",11:20,"1004,0",00,"998,6",16,50.0,83.0,00:40,24.0,12:30,
2020-02-05,7020C,MURCIA AEROPUERTO,MURCIA,205,12.8,9.1,21:00,16.6,00:00,03,"3,3","8,3",03:30,"1005,7",10,"1002,2",00,84.0,96.0,Varias,52.0,00:00,
2020-02-06,7020C,MURCIA AEROPUERTO,MURCIA,205,11.8,8.0,05:10,15.6,13:00,09,"3,1","6,7",11:30,"1004,0",11,"1000,4",15,78.0,94.0,05:10,56.0,12:20,
2020-02-07,7020C,MURCIA AEROPUERTO,MURCIA,205,11.8,8.2,06:30,15.4,14:30,33,"2,5","5,8",04:00,"1001,2",10,"998,7",15,78.0,93.0,21:40,62.0,11:50,
2020-02-08,7020C,MURCIA AEROPUERTO,MURCIA,205,12.8,6.6,04:30,19.0,12:30,34,"2,5","7,2",23:59,"1003,1",23,"999,7",04,76.0,94.0,Varias,51.0,12:30,
2020-02-09,7020C,MURCIA AEROPUERTO,MURCIA,205,13.5,8.5,23:59,18.5,12:50,32,"2,5","10,3",08:10,"1008,3",22,"1002,4",03,67.0,87.0,23:50,46.0,12:50,
2020-02-10,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,7.0,04:40,20.6,13:20,22,"3,3","9,2",16:30,"1008,2",Varias,"1003,8",24,71.0,91.0,04:40,47.0,12:20,
2020-02-11,7020C,MURCIA AEROPUERTO,MURCIA,205,16.6,9.5,04:50,23.8,14:10,32,"2,2","9,2",05:30,"1003,8",00,"997,3",16,63.0,86.0,Varias,41.0,Varias,
2020-02-12,7020C,MURCIA AEROPUERTO,MURCIA,205,14.2,9.5,04:50,19.0,11:20,06,"2,8","9,2",11:20,"1000,3",11,"998,1",04,80.0,98.0,07:30,49.0,11:10,
2020-02-13,7020C,MURCIA AEROPUERTO,MURCIA,205,14.0,8.3,06:50,19.7,14:50,99,"2,8","5,8",Varias,"1000,5",21,"997,9",16,79.0,92.0,Varias,49.0,14:30,
2020-02-14,7020C,MURCIA AEROPUERTO,MURCIA,205,14.8,9.2,23:30,20.4,13:30,33,"2,8","9,2",05:00,"1001,8",10,"999,2",16,62.0,90.0,23:20,43.0,13:30,
2020-02-15,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,6.5,07:10,18.4,13:00,14,"1,7","6,7",14:10,"1003,9",Varias,"1000,4",04,78.0,95.0,23:59,54.0,12:00,
2020-02-16,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,7.1,04:10,17.7,14:10,24,"2,8","6,7",08:50,"1004,5",11,"1001,7",16,89.0,99.0,Varias,71.0,13:50,
2020-02-17,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,5.9,07:00,21.8,13:50,35,"2,5","11,4",23:30,"1003,0",24,"999,5",15,75.0,99.0,Varias,42.0,14:20,
2020-02-18,7020C,MURCIA AEROPUERTO,MURCIA,205,14.0,11.7,23:59,16.4,00:30,05,"3,1","11,9",04:20,"1007,2",11,"1002,9",00,96.0,98.0,18:00,61.0,00:00,
2020-02-19,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,8.2,23:59,15.7,13:20,15,"2,8","6,7",16:20,"1007,6",Varias,"1004,4",24,81.0,98.0,00:00,56.0,13:10,
2020-02-20,7020C,MURCIA AEROPUERTO,MURCIA,205,12.6,6.4,03:50,18.9,13:20,12,"3,1","7,2",13:30,"1004,4",00,"999,8",Varias,80.0,98.0,05:40,61.0,12:10,
2020-02-21,7020C,MURCIA AEROPUERTO,MURCIA,205,10.6,5.4,03:00,15.9,15:00,11,"2,5","7,8",15:10,,,,,79.0,96.0,02:40,57.0,13:30,
2020-02-22,7020C,MURCIA AEROPUERTO,MURCIA,205,11.2,4.0,06:40,18.5,Varias,99,"1,7","5,3",Varias,"1009,6",Varias,"1005,9",03,73.0,95.0,06:50,38.0,12:20,
2020-02-23,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,4.3,05:00,19.8,14:50,11,"1,7","6,1",16:10,"1011,0",09,"1006,5",24,66.0,99.0,05:10,26.0,14:10,
2020-02-24,7020C,MURCIA AEROPUERTO,MURCIA,205,12.2,3.8,05:40,20.6,14:00,28,"2,5","7,8",20:40,"1006,5",00,"997,4",24,56.0,85.0,Varias,26.0,Varias,
2020-02-25,7020C,MURCIA AEROPUERTO,MURCIA,205,17.0,9.0,01:00,25.1,14:00,32,"3,1","12,8",23:20,"997,4",00,"992,0",Varias,37.0,75.0,01:00,17.0,13:10,
2020-02-26,7020C,MURCIA AEROPUERTO,MURCIA,205,16.4,10.9,20:40,21.8,16:00,31,"5,3","15,6",01:00,"997,1",22,"993,3",Varias,46.0,64.0,07:10,22.0,16:20,
2020-02-27,7020C,MURCIA AEROPUERTO,MURCIA,205,15.5,10.2,03:00,20.8,13:20,24,"4,4","10,8",22:00,"998,2",10,"995,3",16,46.0,66.0,03:00,32.0,22:00,
2020-02-28,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,9.0,23:40,22.2,13:40,32,"3,3","12,5",04:20,"998,5",Varias,"994,4",24,43.0,86.0,23:40,27.0,12:10,
2020-02-29,7020C,MURCIA AEROPUERTO,MURCIA,205,15.3,7.7,02:20,22.9,14:20,21,"2,8","9,7",15:40,"994,4",00,"988,5",17,52.0,90.0,02:20,28.0,14:10,
2020-03-01,7020C,MURCIA AEROPUERTO,MURCIA,205,16.4,13.0,06:40,19.9,13:40,25,"3,3","10,8",01:10,"992,7",11,"988,2",24,63.0,83.0,06:40,41.0,11:20,
2020-03-02,7020C,MURCIA AEROPUERTO,MURCIA,205,17.9,11.3,23:00,24.5,13:30,27,"10,8","25,8",14:20,"994,6",24,"981,4",07,31.0,58.0,03:20,18.0,Varias,
2020-03-03,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,6.3,05:20,21.2,16:30,34,"4,4","12,5",17:00,"995,1",06,"990,3",15,52.0,73.0,05:20,36.0,16:20,
2020-03-04,7020C,MURCIA AEROPUERTO,MURCIA,205,17.4,11.9,00:50,22.9,13:50,36,"3,1","9,2",10:20,"996,8",10,"993,2",Varias,55.0,75.0,01:30,44.0,13:10,
2020-03-05,7020C,MURCIA AEROPUERTO,MURCIA,205,17.8,10.6,06:50,24.9,15:30,25,"5,0","16,1",15:30,"993,3",00,"985,2",15,52.0,74.0,07:00,31.0,15:10,
2020-03-06,7020C,MURCIA AEROPUERTO,MURCIA,205,13.5,8.5,06:00,18.5,13:40,29,"8,1","22,8",13:10,"998,8",24,"990,8",02,37.0,65.0,06:00,24.0,16:30,
2020-03-07,7020C,MURCIA AEROPUERTO,MURCIA,205,13.2,7.7,Varias,18.8,16:00,32,"6,4","18,1",09:10,"1000,5",22,"997,6",14,45.0,73.0,18:30,27.0,14:10,
2020-03-08,7020C,MURCIA AEROPUERTO,MURCIA,205,14.2,7.2,06:10,21.1,12:40,23,"3,6","10,3",13:20,"1001,4",09,"997,7",17,51.0,74.0,06:10,28.0,12:10,
2020-03-09,7020C,MURCIA AEROPUERTO,MURCIA,205,18.3,13.6,20:50,23.0,15:40,34,"7,5","18,1",06:20,"1000,1",10,"996,4",16,43.0,57.0,20:50,25.0,15:10,
2020-03-10,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,10.8,06:30,20.3,13:30,32,"3,3","12,5",00:20,"1003,0",10,"998,6",Varias,53.0,73.0,20:10,32.0,00:20,
2020-03-11,7020C,MURCIA AEROPUERTO,MURCIA,205,19.7,11.0,06:30,28.4,13:20,25,"1,9","9,2",02:30,"1000,7",00,"997,1",16,45.0,76.0,06:30,26.0,13:00,
2020-03-12,7020C,MURCIA AEROPUERTO,MURCIA,205,18.0,10.5,06:50,25.4,13:50,12,"1,4","6,1",14:10,"998,4",00,"992,9",16,54.0,80.0,07:00,30.0,13:10,
2020-03-13,7020C,MURCIA AEROPUERTO,MURCIA,205,15.9,10.6,06:20,21.2,11:40,10,"3,3","10,3",12:20,"996,0",23,"991,8",03,59.0,81.0,23:59,42.0,13:40,
2020-03-14,7020C,MURCIA AEROPUERTO,MURCIA,205,14.9,10.0,06:10,19.8,13:40,11,"2,5","7,8",14:10,"997,3",10,"994,6",Varias,77.0,91.0,20:40,59.0,12:20,
2020-03-15,7020C,MURCIA AEROPUERTO,MURCIA,205,15.2,11.9,04:50,18.5,13:40,13,"2,5","8,3",13:30,"995,9",00,"989,8",24,73.0,95.0,23:40,56.0,13:40,
2020-03-16,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,8.3,23:40,15.7,11:40,34,"5,0","14,4",12:10,"994,2",24,"987,0",04,76.0,96.0,Varias,62.0,19:00,
2020-03-17,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,8.6,00:00,16.2,12:10,06,"5,0","16,4",20:30,"1000,6",24,"994,1",00,78.0,91.0,17:40,56.0,11:40,
2020-03-18,7020C,MURCIA AEROPUERTO,MURCIA,205,15.4,12.9,23:50,17.9,13:30,07,"6,9","15,0",11:20,"1001,1",Varias,"998,4",16,68.0,84.0,00:00,52.0,13:30,
2020-03-19,7020C,MURCIA AEROPUERTO,MURCIA,205,14.5,11.7,22:30,17.3,12:20,07,"6,7","13,3",10:20,"999,0",00,"994,7",Varias,71.0,89.0,Varias,56.0,13:50,
2020-03-20,7020C,MURCIA AEROPUERTO,MURCIA,205,13.0,10.6,23:50,15.4,15:20,03,"5,8","10,8",15:30,"994,7",00,"990,8",16,74.0,86.0,02:00,59.0,15:20,
2020-03-21,7020C,MURCIA AEROPUERTO,MURCIA,205,12.4,9.6,22:30,15.2,10:00,34,"4,2","9,2",20:40,"991,6",00,"987,4",16,85.0,95.0,Varias,69.0,09:10,
2020-03-22,7020C,MURCIA AEROPUERTO,MURCIA,205,10.2,7.1,05:00,13.2,11:40,35,"1,4","5,8",02:40,"990,2",22,"986,4",03,89.0,95.0,05:00,78.0,09:20,
2020-03-23,7020C,MURCIA AEROPUERTO,MURCIA,205,12.0,8.0,04:20,16.1,12:40,06,"5,8","12,8",13:00,"991,5",09,"988,9",03,86.0,96.0,Varias,73.0,12:30,
2020-03-24,7020C,MURCIA AEROPUERTO,MURCIA,205,11.3,10.3,23:59,12.3,12:00,06,"9,2","18,1",09:20,"991,8",24,"988,4",07,92.0,96.0,02:00,85.0,23:50,
2020-03-25,7020C,MURCIA AEROPUERTO,MURCIA,205,11.3,8.7,05:30,13.9,11:00,35,"3,6","9,7",10:00,"992,5",09,"989,8",24,76.0,96.0,23:10,52.0,10:40,
2020-03-26,7020C,MURCIA AEROPUERTO,MURCIA,205,12.2,5.9,05:00,18.6,14:50,35,"3,9","10,3",11:40,"989,8",00,"982,5",15,75.0,98.0,04:00,30.0,15:10,
2020-03-27,7020C,MURCIA AEROPUERTO,MURCIA,205,9.7,8.6,23:59,10.8,Varias,06,"3,6","8,9",14:40,,,,,86.0,94.0,19:00,72.0,10:50,
2020-03-28,7020C,MURCIA AEROPUERTO,MURCIA,205,11.5,6.6,23:50,16.4,14:10,33,"3,1","9,2",08:40,"995,8",Varias,"991,0",02,68.0,92.0,22:00,40.0,14:20,
2020-03-29,7020C,MURCIA AEROPUERTO,MURCIA,205,12.8,6.2,03:40,19.3,13:30,99,"2,8","8,9",Varias,"995,5",00,"990,1",24,55.0,91.0,Varias,37.0,10:50,
2020-03-30,7020C,MURCIA AEROPUERTO,MURCIA,205,12.9,8.8,03:50,17.0,12:30,08,"5,0","12,8",16:00,"990,1",00,"986,1",24,79.0,92.0,23:50,63.0,08:50,
2020-03-31,7020C,MURCIA AEROPUERTO,MURCIA,205,13.3,10.1,03:00,16.5,15:00,08,"3,9","11,4",07:10,"987,9",23,"982,8",04,88.0,97.0,Varias,72.0,14:40,
2020-04-01,7020C,MURCIA AEROPUERTO,MURCIA,205,14.8,10.6,23:30,19.0,13:20,33,"3,3","14,4",21:50,"989,1",23,"985,3",16,78.0,98.0,Varias,60.0,13:20,
2020-04-02,7020C,MURCIA AEROPUERTO,MURCIA,205,11.9,6.7,05:40,17.1,11:10,17,"2,5","9,2",13:30,"990,3",Varias,"986,4",03,74.0,93.0,05:40,51.0,11:00,
2020-04-03,7020C,MURCIA AEROPUERTO,MURCIA,205,13.7,9.1,23:50,18.3,13:20,32,"3,1","8,3",07:40,"995,0",22,"989,6",02,65.0,94.0,01:00,43.0,12:20,
2020-04-04,7020C,MURCIA AEROPUERTO,MURCIA,205,12.8,8.3,02:00,17.2,12:20,09,"3,9","9,2",13:40,"996,2",20,"994,1",05,75.0,94.0,04:00,59.0,13:00,
2020-04-05,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,10.3,06:00,17.2,12:20,09,"4,2","9,7",14:30,"997,4",Varias,"994,8",16,76.0,92.0,Varias,59.0,14:30,
2020-04-06,7020C,MURCIA AEROPUERTO,MURCIA,205,13.4,8.3,06:00,18.6,14:30,12,"1,7","7,8",15:00,"1001,1",22,"996,8",03,74.0,95.0,06:20,54.0,13:00,
2020-04-07,7020C,MURCIA AEROPUERTO,MURCIA,205,14.4,10.4,05:00,18.3,12:10,10,"3,3","8,9",15:20,"1002,5",21,"999,9",17,74.0,94.0,Varias,52.0,12:20,
2020-04-08,7020C,MURCIA AEROPUERTO,MURCIA,205,14.5,10.3,04:00,18.7,14:00,99,"3,9","8,3",12:40,"1002,2",00,"997,8",16,66.0,94.0,04:50,42.0,12:20,
2020-04-09,7020C,MURCIA AEROPUERTO,MURCIA,205,14.4,9.9,02:50,18.8,12:10,99,"3,9","8,3",Varias,"998,8",00,"996,1",16,69.0,94.0,03:00,46.0,11:50,
2020-04-10,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,11.0,22:50,20.3,13:10,10,"3,1","9,7",12:10,"999,5",21,"996,5",05,47.0,90.0,23:40,23.0,15:30,
2020-04-11,7020C,MURCIA AEROPUERTO,MURCIA,205,14.4,9.3,05:50,19.6,12:00,11,"3,9","9,7",12:40,"999,0",10,"996,4",19,62.0,92.0,Varias,34.0,12:50,
2020-04-12,7020C,MURCIA AEROPUERTO,MURCIA,205,14.2,11.9,01:40,16.4,12:20,99,"4,7","9,2",09:40,"996,8",01,"986,8",23,76.0,95.0,16:50,52.0,08:00,
2020-04-13,7020C,MURCIA AEROPUERTO,MURCIA,205,15.8,11.4,03:50,20.3,12:50,12,"1,9","8,9",14:40,"988,1",00,"983,5",15,87.0,98.0,Varias,67.0,13:40,
2020-04-14,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,13.4,23:10,17.9,13:40,12,"3,3","8,9",11:50,"990,3",21,"986,9",02,86.0,99.0,Varias,76.0,14:00,
2020-04-15,7020C,MURCIA AEROPUERTO,MURCIA,205,16.0,13.2,23:50,18.7,13:20,11,"4,2","9,2",15:10,"996,0",24,"988,2",03,85.0,96.0,23:40,69.0,13:40,
2020-04-16,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,12.1,05:50,19.2,13:40,08,"2,8","7,2",14:00,"996,0",00,"992,4",Varias,80.0,96.0,Varias,66.0,15:20,
2020-04-17,7020C,MURCIA AEROPUERTO,MURCIA,205,16.1,12.6,00:50,19.6,14:50,35,"3,1","9,2",05:10,"994,5",00,"990,6",17,82.0,93.0,Varias,61.0,15:40,
2020-04-18,7020C,MURCIA AEROPUERTO,MURCIA,205,15.9,14.1,02:30,17.7,10:50,09,"3,1","6,7",13:50,"992,3",00,"987,3",24,87.0,98.0,19:00,75.0,10:30,
2020-04-19,7020C,MURCIA AEROPUERTO,MURCIA,205,17.6,13.2,02:40,22.1,14:10,35,"1,9","12,8",16:20,"987,3",00,"980,9",16,81.0,98.0,02:40,59.0,14:20,
2020-04-20,7020C,MURCIA AEROPUERTO,MURCIA,205,17.0,11.1,23:59,22.8,12:30,30,"4,4","11,9",09:40,"985,0",10,"983,1",04,49.0,80.0,Varias,36.0,13:30,
2020-04-21,7020C,MURCIA AEROPUERTO,MURCIA,205,15.1,10.9,01:00,19.3,14:20,24,"4,4","12,8",12:40,"985,0",Varias,"981,6",04,68.0,83.0,01:00,43.0,11:40,
2020-04-22,7020C,MURCIA AEROPUERTO,MURCIA,205,16.7,12.3,23:59,21.1,12:10,35,"4,7","18,6",08:00,"995,4",23,"984,5",01,65.0,93.0,23:40,45.0,12:10,
2020-04-23,7020C,MURCIA AEROPUERTO,MURCIA,205,15.0,10.4,05:20,19.5,11:10,11,"3,1","7,8",12:30,"996,8",10,"993,7",18,76.0,95.0,Varias,62.0,15:20,
2020-04-24,7020C,MURCIA AEROPUERTO,MURCIA,205,15.6,11.9,04:30,19.2,13:00,99,"5,3","9,7",Varias,"993,8",00,"988,6",Varias,68.0,93.0,04:40,48.0,13:30,
2020-04-25,7020C,MURCIA AEROPUERTO,MURCIA,205,13.8,12.2,05:30,15.3,17:00,34,"3,9","8,3",07:10,"988,8",00,"985,0",17,86.0,96.0,21:20,77.0,07:00,
2020-04-26,7020C,MURCIA AEROPUERTO,MURCIA,205,17.3,10.8,03:20,23.8,12:00,21,"2,8","8,3",14:00,"988,7",22,"985,7",04,68.0,95.0,03:00,48.0,12:50,
2020-04-27,7020C,MURCIA AEROPUERTO,MURCIA,205,16.9,12.0,05:00,21.8,11:50,23,"3,1","10,3",15:00,"990,4",24,"986,6",16,69.0,96.0,Varias,51.0,18:20,
2020-04-28,7020C,MURCIA AEROPUERTO,MURCIA,205,16.3,10.5,04:10,22.1,12:40,34,"3,6","9,2",22:40,"993,9",24,"990,0",01,61.0,87.0,05:20,40.0,11:40,
2020-04-29,7020C,MURCIA AEROPUERTO,MURCIA,205,17.8,13.6,03:00,22.1,11:40,22,"5,6","12,5",15:30,"996,0",09,"993,3",03,56.0,84.0,21:50,37.0,11:20,
2020-04-30,7020C,MURCIA AEROPUERTO,MURCIA,205,18.4,11.7,03:20,25.2,13:20,99,"2,8","9,2",Varias,"995,3",22,"992,4",Varias,54.0,78.0,03:20,35.0,12:40,
2020-05-01,7020C,MURCIA AEROPUERTO,MURCIA,205,20.6,15.8,05:00,25.4,13:10,30,"3,9","11,4",05:30,"996,8",09,"993,8",15,52.0,67.0,22:40,43.0,11:40,
2020-05-02,7020C,MURCIA AEROPUERTO,MURCIA,205,22.1,15.9,05:30,28.3,12:00,31,"3,9","8,3",01:40,"996,9",Varias,"994,1",17,49.0,79.0,05:30,32.0,11:40,
2020-05-03,7020C,MURCIA AEROPUERTO,MURCIA,205,21.4,14.8,05:10,28.0,12:00,10,"3,1","8,3",12:10,"995,0",10,"992,0",18,48.0,88.0,22:40,36.0,14:40,
2020-05-04,7020C,MURCIA AEROPUERTO,MURCIA,205,21.2,13.8,03:10,28.7,13:40,10,"2,2","8,3",14:20,"992,7",00,"989,5",18,42.0,79.0,03:10,27.0,13:50,
2020-05-05,7020C,MURCIA AEROPUERTO,MURCIA,205,21.7,15.1,01:20,28.3,14:50,13,"2,5","7,2",12:40,"991,5",Varias,"989,1",Varias,50.0,77.0,06:30,34.0,15:10,
2020-05-06,7020C,MURCIA AEROPUERTO,MURCIA,205,20.4,15.7,04:40,25.1,11:10,08,"3,3","9,2",12:40,"993,8",Varias,"990,7",05,58.0,76.0,01:20,39.0,14:20,
2020-05-07,7020C,MURCIA AEROPUERTO,MURCIA,205,20.9,16.2,Varias,25.6,12:20,07,"5,8","13,3",11:30,"993,9",Varias,"991,6",15,50.0,91.0,01:50,32.0,11:30,
2020-05-08,7020C,MURCIA AEROPUERTO,MURCIA,205,19.4,15.6,01:50,23.2,14:10,10,"4,7","11,4",15:40,"993,2",00,"989,5",18,69.0,88.0,Varias,55.0,07:50,
2020-05-09,7020C,MURCIA AEROPUERTO,MURCIA,205,18.6,15.4,05:50,21.9,15:40,21,"3,3","9,2",15:40,"992,3",00,"983,4",24,81.0,93.0,05:50,65.0,14:40,
2020-05-10,7020C,MURCIA AEROPUERTO,MURCIA,205,20.2,15.4,03:30,24.9,13:50,26,"4,4","16,1",16:20,"986,0",21,"982,3",04,51.0,93.0,05:40,28.0,13:50,
2020-05-11,7020C,MURCIA AEROPUERTO,MURCIA,205,18.7,13.2,04:20,24.2,16:00,20,"5,0","11,4",14:40,"987,9",22,"985,1",01,50.0,76.0,04:20,39.0,09:30,
2020-05-12,7020C,MURCIA AEROPUERTO,MURCIA,205,18.4,14.6,23:59,22.3,10:20,32,"2,8","12,8",23:00,"986,8",Varias,"982,2",16,62.0,74.0,18:40,47.0,08:00,
2020-05-13,7020C,MURCIA AEROPUERTO,MURCIA,205,16.1,9.2,05:10,23.0,12:20,16,"3,1","9,7",16:20,"984,7",08,"980,5",22,48.0,83.0,04:30,35.0,12:10,
